26-Apr-2017 08:45:43 - INFO    :: RSSCHECK : delaying thread for 30 seconds to avoid locks.
26-Apr-2017 08:48:55 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:48:55 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:48:55 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:48:55 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:48:55 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:48:55 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:48:55 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:48:55 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:48:58 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:48:58 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:48:58 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:48:58 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:48:58 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:48:58 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:48:58 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:48:58 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:48:58 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:48:58 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:48:58 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:48:58 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:48:58 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:48:58 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:01 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:01 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:01 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:01 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:01 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:01 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:01 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:01 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:01 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:01 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:01 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:01 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:01 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:01 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:04 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:04 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:04 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:04 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:04 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:04 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:04 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:04 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:04 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:04 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:04 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:04 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:04 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:04 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:07 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:07 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:07 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:07 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:07 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:07 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:07 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:07 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:07 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:07 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:07 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:07 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:07 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:07 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:10 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:10 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:10 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:10 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:10 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:10 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:10 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:10 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:10 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:10 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:10 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:10 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:10 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:10 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:13 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:13 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:13 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:13 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:13 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:13 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:13 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:13 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:13 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:13 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:13 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:13 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:13 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:13 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:15 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:15 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:15 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:15 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:15 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:15 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:15 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:15 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:16 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:16 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:16 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:16 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:16 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:16 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:18 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:18 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:18 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:18 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:18 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:18 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:18 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:18 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:19 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:19 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:19 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:19 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:19 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:19 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:21 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:21 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:21 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:21 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:21 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:21 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:21 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:21 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:21 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:21 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:21 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:21 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:21 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:21 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:24 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:24 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:24 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:24 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:24 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:24 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:24 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:24 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:24 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:24 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:24 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:24 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:24 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:24 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:27 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:27 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:27 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:27 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:27 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:27 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:27 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:27 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:27 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:27 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:27 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:27 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:27 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:27 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:30 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:30 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:30 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:30 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:30 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:30 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:30 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:30 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:30 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:30 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:30 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:30 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:30 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:30 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:33 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:33 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:33 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:33 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:33 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:33 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:33 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:33 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:33 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:33 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:33 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:33 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:33 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:33 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:36 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:36 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:36 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:36 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:36 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:36 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:36 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:36 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:36 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:36 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:36 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:36 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:36 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:36 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:39 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:39 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:39 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:39 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:39 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:39 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:39 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:39 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:39 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:39 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:39 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:39 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:39 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:39 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:42 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:42 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:42 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:42 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:42 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:42 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:42 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:42 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:42 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:42 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:42 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:42 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:42 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:42 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:45 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:45 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:45 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:45 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:45 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:45 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:45 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:45 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:45 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:45 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:45 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:45 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:45 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:45 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:48 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:48 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:48 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:48 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:48 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:48 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:48 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:48 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:48 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:48 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:48 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:48 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:48 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:48 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:51 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:51 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:51 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:51 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:51 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:51 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:51 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:51 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:51 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:49:51 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:49:51 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:49:51 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:49:51 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:49:51 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:49:54 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:49:54 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:49:54 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:49:54 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:49:54 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:49:54 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:49:54 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:49:54 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:49:54 - WARNING :: MAIN : Could not get the latest commit from github
