2017-02-28 20:35:05,672::DEBUG::[interface:523] API-call from 172.17.0.1 [Radarr/0.2.0.375 (Linux 4.8)] {'start': u'0', 'apikey': u'c8207ddec0fbcb1ad3f8bcf264907b9d', 'limit': u'30', 'mode': u'history', 'output': u'json'}
2017-02-28 22:07:48,550::DEBUG::[decoder:108] Decoding 1488333689.17758.4@reader.easyusenet.nl
2017-02-28 22:07:48,606::DEBUG::[decoder:108] Decoding 1488333689.23080.8@reader.easyusenet.nl
2017-02-28 22:07:48,657::DEBUG::[decoder:108] Decoding 1488333689.18808.5@reader.easyusenet.nl
2017-02-28 22:07:48,663::DEBUG::[decoder:108] Decoding 1488333689.19210.6@reader.easyusenet.nl
2017-02-28 22:07:48,708::DEBUG::[decoder:108] Decoding 1488333689.19813.7@reader.easyusenet.nl
2017-02-28 22:07:48,713::DEBUG::[decoder:108] Decoding 1488333689.16319.3@reader.easyusenet.nl
2017-02-28 22:07:49,748::DEBUG::[decoder:108] Decoding 1488333689.28902.13@reader.easyusenet.nl
2017-02-28 22:07:49,803::DEBUG::[decoder:108] Decoding 1488333689.29739.14@reader.easyusenet.nl
2017-02-28 22:07:49,854::DEBUG::[decoder:108] Decoding 1488333689.23499.9@reader.easyusenet.nl
2017-02-28 22:07:49,909::DEBUG::[decoder:108] Decoding 1488333689.26169.10@reader.easyusenet.nl
2017-02-28 22:07:49,959::DEBUG::[decoder:108] Decoding 1488333689.26576.11@reader.easyusenet.nl
2017-02-28 22:07:49,965::DEBUG::[decoder:108] Decoding 1488333689.27764.12@reader.easyusenet.nl
2017-02-28 22:07:50,726::DEBUG::[decoder:108] Decoding 1488333689.30723.15@reader.easyusenet.nl
2017-02-28 22:07:51,136::DEBUG::[decoder:108] Decoding 1488333689.32672.16@reader.easyusenet.nl
2017-02-28 22:07:51,188::DEBUG::[decoder:108] Decoding 1488333689.33884.17@reader.easyusenet.nl
2017-02-28 22:07:51,194::DEBUG::[decoder:108] Decoding 1488333689.34278.18@reader.easyusenet.nl
2017-02-28 22:07:51,244::DEBUG::[decoder:108] Decoding 1488333689.35300.19@reader.easyusenet.nl
2017-02-28 22:07:51,251::DEBUG::[decoder:108] Decoding 1488333689.38856.20@reader.easyusenet.nl
2017-02-28 22:07:51,966::DEBUG::[decoder:108] Decoding 1488333689.39261.21@reader.easyusenet.nl
2017-02-28 22:07:52,123::DEBUG::[bpsmeter:268] bps: 3754733.25987
2017-02-28 22:07:52,325::DEBUG::[decoder:108] Decoding 1488333689.41291.22@reader.easyusenet.nl
2017-02-28 22:07:52,331::DEBUG::[decoder:108] Decoding 1488333689.43289.23@reader.easyusenet.nl
2017-02-28 22:07:52,381::DEBUG::[decoder:108] Decoding 1488333689.46385.24@reader.easyusenet.nl
2017-02-28 22:07:52,387::DEBUG::[decoder:108] Decoding 1488333689.47228.25@reader.easyusenet.nl
2017-02-28 22:07:52,843::DEBUG::[decoder:108] Decoding 1488333689.49089.26@reader.easyusenet.nl
2017-02-28 22:07:53,252::DEBUG::[decoder:108] Decoding 1488333689.51190.27@reader.easyusenet.nl
2017-02-28 22:07:53,562::DEBUG::[decoder:108] Decoding 1488333689.51737.28@reader.easyusenet.nl
2017-02-28 22:07:53,613::DEBUG::[decoder:108] Decoding 1488333689.53267.29@reader.easyusenet.nl
2017-02-28 22:07:53,618::DEBUG::[decoder:108] Decoding 1488333689.53667.30@reader.easyusenet.nl
2017-02-28 22:07:53,624::DEBUG::[decoder:108] Decoding 1488333689.55653.31@reader.easyusenet.nl
2017-02-28 22:07:54,175::DEBUG::[decoder:108] Decoding 1488333689.56062.32@reader.easyusenet.nl
2017-02-28 22:07:54,534::DEBUG::[decoder:108] Decoding 1488333689.58597.33@reader.easyusenet.nl
2017-02-28 22:07:54,893::DEBUG::[decoder:108] Decoding 1488333689.59533.34@reader.easyusenet.nl
2017-02-28 22:07:54,899::DEBUG::[decoder:108] Decoding 1488333689.60476.35@reader.easyusenet.nl
2017-02-28 22:07:54,905::DEBUG::[decoder:108] Decoding 1488333689.60879.36@reader.easyusenet.nl
2017-02-28 22:07:54,911::DEBUG::[decoder:108] Decoding 1488333689.61642.37@reader.easyusenet.nl
2017-02-28 22:07:55,410::DEBUG::[decoder:108] Decoding 1488333689.65276.38@reader.easyusenet.nl
2017-02-28 22:07:55,769::DEBUG::[decoder:108] Decoding 1488333689.66518.39@reader.easyusenet.nl
2017-02-28 22:07:56,078::DEBUG::[decoder:108] Decoding 1488333689.67914.40@reader.easyusenet.nl
2017-02-28 22:07:56,085::DEBUG::[decoder:108] Decoding 1488333689.69324.41@reader.easyusenet.nl
2017-02-28 22:07:56,090::DEBUG::[decoder:108] Decoding 1488333689.70874.42@reader.easyusenet.nl
2017-02-28 22:07:56,286::DEBUG::[decoder:108] Decoding 1488333689.73326.43@reader.easyusenet.nl
2017-02-28 22:07:56,646::DEBUG::[decoder:108] Decoding 1488333689.74119.44@reader.easyusenet.nl
2017-02-28 22:07:57,006::DEBUG::[decoder:108] Decoding 1488333689.74559.45@reader.easyusenet.nl
2017-02-28 22:07:57,163::DEBUG::[bpsmeter:268] bps: 3782239.00892
2017-02-28 22:07:57,315::DEBUG::[decoder:108] Decoding 1488333689.75312.46@reader.easyusenet.nl
2017-02-28 22:07:57,321::DEBUG::[decoder:108] Decoding 1488333689.76310.47@reader.easyusenet.nl
2017-02-28 22:07:57,370::DEBUG::[decoder:108] Decoding 1488333689.76715.48@reader.easyusenet.nl
2017-02-28 22:07:57,527::DEBUG::[decoder:108] Decoding 1488333689.77474.49@reader.easyusenet.nl
2017-02-28 22:07:57,887::DEBUG::[decoder:108] Decoding 1488333689.79739.50@reader.easyusenet.nl
2017-02-28 22:07:58,247::DEBUG::[decoder:108] Decoding 1488333689.83487.51@reader.easyusenet.nl
2017-02-28 22:07:58,607::DEBUG::[decoder:108] Decoding 1488333689.85389.52@reader.easyusenet.nl
2017-02-28 22:07:58,614::DEBUG::[decoder:108] Decoding 1488333689.85767.53@reader.easyusenet.nl
2017-02-28 22:07:58,619::DEBUG::[decoder:108] Decoding 1488333689.86825.54@reader.easyusenet.nl
2017-02-28 22:07:58,765::DEBUG::[decoder:108] Decoding 1488333689.88694.55@reader.easyusenet.nl
2017-02-28 22:07:59,430::DEBUG::[decoder:108] Decoding 1488333689.89087.56@reader.easyusenet.nl
2017-02-28 22:07:59,480::DEBUG::[decoder:108] Decoding 1488333689.94413.57@reader.easyusenet.nl
2017-02-28 22:07:59,788::DEBUG::[decoder:108] Decoding 1488333689.94806.58@reader.easyusenet.nl
2017-02-28 22:07:59,794::DEBUG::[decoder:108] Decoding 1488333689.95934.59@reader.easyusenet.nl
2017-02-28 22:07:59,800::DEBUG::[decoder:108] Decoding 1488333689.96789.60@reader.easyusenet.nl
2017-02-28 22:07:59,996::DEBUG::[decoder:108] Decoding 1488333689.98531.61@reader.easyusenet.nl
2017-02-28 22:08:00,255::DEBUG::[decoder:108] Decoding 1488333690.02320.66@reader.easyusenet.nl
2017-02-28 22:08:00,611::DEBUG::[decoder:108] Decoding 1488333689.99590.62@reader.easyusenet.nl
2017-02-28 22:08:00,617::DEBUG::[decoder:108] Decoding 1488333689.99985.63@reader.easyusenet.nl
2017-02-28 22:08:00,819::DEBUG::[decoder:108] Decoding 1488333690.00360.64@reader.easyusenet.nl
2017-02-28 22:08:01,229::DEBUG::[decoder:108] Decoding 1488333690.06473.2@reader.easyusenet.nl
2017-02-28 22:08:01,387::DEBUG::[decoder:108] Decoding 1488333690.01945.65@reader.easyusenet.nl
2017-02-28 22:08:01,392::DEBUG::[nzbstuff:1289] Download Quality: enough=True, have=777859758, need=693840393, ratio=1.12109321661
2017-02-28 22:08:01,392::INFO::[assembler:88] Decoding /incomplete-downloads/The.Real.ONeals.S02E14.720p.HDTV.x264-AVS/the.real.oneals.s02e14.720p.hdtv.x264-avs.r03 yenc
2017-02-28 22:08:01,442::DEBUG::[decoder:108] Decoding 1488333690.06866.3@reader.easyusenet.nl
2017-02-28 22:08:01,751::DEBUG::[decoder:108] Decoding 1488333690.07238.4@reader.easyusenet.nl
2017-02-28 22:08:01,758::DEBUG::[decoder:108] Decoding 1488333690.07651.5@reader.easyusenet.nl
2017-02-28 22:08:02,061::DEBUG::[decoder:108] Decoding 1488333690.08027.6@reader.easyusenet.nl
2017-02-28 22:08:02,168::DEBUG::[bpsmeter:268] bps: 3756994.32218
2017-02-28 22:08:02,522::DEBUG::[decoder:108] Decoding 1488333690.13092.7@reader.easyusenet.nl
2017-02-28 22:08:02,730::DEBUG::[decoder:108] Decoding 1488333690.13594.8@reader.easyusenet.nl
2017-02-28 22:08:02,736::DEBUG::[decoder:108] Decoding 1488333690.15430.9@reader.easyusenet.nl
2017-02-28 22:08:03,040::DEBUG::[decoder:108] Decoding 1488333690.16246.10@reader.easyusenet.nl
2017-02-28 22:08:03,046::DEBUG::[decoder:108] Decoding 1488333690.16655.11@reader.easyusenet.nl
2017-02-28 22:08:03,350::DEBUG::[decoder:108] Decoding 1488333690.17291.12@reader.easyusenet.nl
2017-02-28 22:08:03,806::DEBUG::[decoder:108] Decoding 1488333690.20791.13@reader.easyusenet.nl
2017-02-28 22:08:04,014::DEBUG::[decoder:108] Decoding 1488333690.21195.14@reader.easyusenet.nl
2017-02-28 22:08:04,019::DEBUG::[decoder:108] Decoding 1488333690.22297.15@reader.easyusenet.nl
2017-02-28 22:08:04,327::DEBUG::[decoder:108] Decoding 1488333690.23187.16@reader.easyusenet.nl
2017-02-28 22:08:04,332::DEBUG::[decoder:108] Decoding 1488333690.23581.17@reader.easyusenet.nl
2017-02-28 22:08:04,589::DEBUG::[decoder:108] Decoding 1488333690.25308.18@reader.easyusenet.nl
2017-02-28 22:08:05,100::DEBUG::[decoder:108] Decoding 1488333690.25735.19@reader.easyusenet.nl
2017-02-28 22:08:05,308::DEBUG::[decoder:108] Decoding 1488333690.27986.20@reader.easyusenet.nl
2017-02-28 22:08:05,314::DEBUG::[decoder:108] Decoding 1488333690.30901.21@reader.easyusenet.nl
2017-02-28 22:08:05,566::DEBUG::[decoder:108] Decoding 1488333690.33030.22@reader.easyusenet.nl
2017-02-28 22:08:05,572::DEBUG::[decoder:108] Decoding 1488333690.36421.23@reader.easyusenet.nl
2017-02-28 22:08:05,876::DEBUG::[decoder:108] Decoding 1488333690.37465.24@reader.easyusenet.nl
2017-02-28 22:08:06,336::DEBUG::[decoder:108] Decoding 1488333690.40179.25@reader.easyusenet.nl
2017-02-28 22:08:06,543::DEBUG::[decoder:108] Decoding 1488333690.40584.26@reader.easyusenet.nl
2017-02-28 22:08:06,549::DEBUG::[decoder:108] Decoding 1488333690.42646.27@reader.easyusenet.nl
2017-02-28 22:08:06,857::DEBUG::[decoder:108] Decoding 1488333690.43253.28@reader.easyusenet.nl
2017-02-28 22:08:06,864::DEBUG::[decoder:108] Decoding 1488333690.43640.29@reader.easyusenet.nl
2017-02-28 22:08:07,117::DEBUG::[decoder:108] Decoding 1488333690.44032.30@reader.easyusenet.nl
2017-02-28 22:08:07,172::DEBUG::[bpsmeter:268] bps: 3773637.86829
2017-02-28 22:08:07,628::DEBUG::[decoder:108] Decoding 1488333690.44408.31@reader.easyusenet.nl
2017-02-28 22:08:07,803::DEBUG::[interface:523] API-call from 172.17.0.1 [Radarr/0.2.0.375 (Linux 4.8)] {'start': u'0', 'apikey': u'c8207ddec0fbcb1ad3f8bcf264907b9d', 'limit': u'0', 'mode': u'queue', 'output': u'json'}
2017-02-28 22:08:07,808::DEBUG::[interface:523] API-call from 172.17.0.1 [Radarr/0.2.0.375 (Linux 4.8)] {'start': u'0', 'apikey': u'c8207ddec0fbcb1ad3f8bcf264907b9d', 'limit': u'30', 'mode': u'history', 'output': u'json'}
2017-02-28 22:08:07,836::DEBUG::[decoder:108] Decoding 1488333690.46340.32@reader.easyusenet.nl
2017-02-28 22:08:07,842::DEBUG::[decoder:108] Decoding 1488333690.48706.33@reader.easyusenet.nl
2017-02-28 22:08:07,857::DEBUG::[interface:523] API-call from 172.17.0.1 [Sonarr/2.0.0.4613 (ubuntu 16.04)] {'start': u'0', 'apikey': u'c8207ddec0fbcb1ad3f8bcf264907b9d', 'limit': u'0', 'mode': u'queue', 'output': u'json'}
2017-02-28 22:08:07,862::DEBUG::[interface:523] API-call from 172.17.0.1 [Sonarr/2.0.0.4613 (ubuntu 16.04)] {'start': u'0', 'apikey': u'c8207ddec0fbcb1ad3f8bcf264907b9d', 'limit': u'30', 'mode': u'history', 'output': u'json'}
2017-02-28 22:08:08,099::DEBUG::[decoder:108] Decoding 1488333690.50434.34@reader.easyusenet.nl
2017-02-28 22:08:08,105::DEBUG::[decoder:108] Decoding 1488333690.51618.35@reader.easyusenet.nl
2017-02-28 22:08:08,408::DEBUG::[decoder:108] Decoding 1488333690.52498.36@reader.easyusenet.nl
2017-02-28 22:08:08,869::DEBUG::[decoder:108] Decoding 1488333690.53961.37@reader.easyusenet.nl
2017-02-28 22:08:09,077::DEBUG::[decoder:108] Decoding 1488333690.54700.38@reader.easyusenet.nl
2017-02-28 22:08:09,082::DEBUG::[decoder:108] Decoding 1488333690.55795.39@reader.easyusenet.nl
2017-02-28 22:08:09,389::DEBUG::[decoder:108] Decoding 1488333690.56207.40@reader.easyusenet.nl
2017-02-28 22:08:09,395::DEBUG::[decoder:108] Decoding 1488333690.58598.41@reader.easyusenet.nl
2017-02-28 22:08:09,648::DEBUG::[decoder:108] Decoding 1488333690.64440.42@reader.easyusenet.nl
2017-02-28 22:08:10,159::DEBUG::[decoder:108] Decoding 1488333690.66502.43@reader.easyusenet.nl
2017-02-28 22:08:10,367::DEBUG::[decoder:108] Decoding 1488333690.67701.44@reader.easyusenet.nl
2017-02-28 22:08:10,372::DEBUG::[decoder:108] Decoding 1488333690.68644.45@reader.easyusenet.nl
2017-02-28 22:08:10,625::DEBUG::[decoder:108] Decoding 1488333690.69037.46@reader.easyusenet.nl
2017-02-28 22:08:10,631::DEBUG::[decoder:108] Decoding 1488333690.69521.47@reader.easyusenet.nl
2017-02-28 22:08:10,934::DEBUG::[decoder:108] Decoding 1488333690.72366.48@reader.easyusenet.nl
2017-02-28 22:08:11,395::DEBUG::[decoder:108] Decoding 1488333690.72780.49@reader.easyusenet.nl
2017-02-28 22:08:11,603::DEBUG::[decoder:108] Decoding 1488333690.74646.50@reader.easyusenet.nl
2017-02-28 22:08:11,608::DEBUG::[decoder:108] Decoding 1488333690.75280.51@reader.easyusenet.nl
2017-02-28 22:08:11,912::DEBUG::[decoder:108] Decoding 1488333690.75672.52@reader.easyusenet.nl
2017-02-28 22:08:11,918::DEBUG::[decoder:108] Decoding 1488333690.76038.53@reader.easyusenet.nl
2017-02-28 22:08:12,175::DEBUG::[bpsmeter:268] bps: 3757658.85603
2017-02-28 22:08:12,175::DEBUG::[decoder:108] Decoding 1488333690.76465.54@reader.easyusenet.nl
2017-02-28 22:08:12,687::DEBUG::[decoder:108] Decoding 1488333690.78908.55@reader.easyusenet.nl
2017-02-28 22:08:12,845::DEBUG::[decoder:108] Decoding 1488333690.79318.56@reader.easyusenet.nl
2017-02-28 22:08:12,850::DEBUG::[decoder:108] Decoding 1488333690.81498.57@reader.easyusenet.nl
2017-02-28 22:08:13,103::DEBUG::[decoder:108] Decoding 1488333690.89341.58@reader.easyusenet.nl
2017-02-28 22:08:13,109::DEBUG::[decoder:108] Decoding 1488333690.89739.59@reader.easyusenet.nl
2017-02-28 22:08:13,919::DEBUG::[decoder:108] Decoding 1488333690.90532.61@reader.easyusenet.nl
2017-02-28 22:08:14,025::DEBUG::[decoder:108] Decoding 1488333690.90122.60@reader.easyusenet.nl
2017-02-28 22:08:14,076::DEBUG::[decoder:108] Decoding 1488333690.91619.62@reader.easyusenet.nl
2017-02-28 22:08:14,082::DEBUG::[decoder:108] Decoding 1488333690.93575.63@reader.easyusenet.nl
2017-02-28 22:08:14,132::DEBUG::[nzbstuff:243] Finishing import on [384547]-[FULL]-[#a.b.teevee@EFNet]-[ The.Real.ONeals.S02E14.720p.HDTV.x264-AVS ]-[16/31] - "the.real.oneals.s02e14.720p.hdtv.x264-avs.r05" yEnc(1/66)
2017-02-28 22:08:14,132::DEBUG::[__init__:930] Loading data for SABnzbd_nzf_kZT3S1 from /incomplete-downloads/The.Real.ONeals.S02E14.720p.HDTV.x264-AVS/__ADMIN__/SABnzbd_nzf_kZT3S1
2017-02-28 22:08:14,133::DEBUG::[nzbstuff:243] Finishing import on [384547]-[FULL]-[#a.b.teevee@EFNet]-[ The.Real.ONeals.S02E14.720p.HDTV.x264-AVS ]-[17/31] - "the.real.oneals.s02e14.720p.hdtv.x264-avs.r06" yEnc(1/66)
2017-02-28 22:08:14,133::DEBUG::[__init__:930] Loading data for SABnzbd_nzf_mIYZoq from /incomplete-downloads/The.Real.ONeals.S02E14.720p.HDTV.x264-AVS/__ADMIN__/SABnzbd_nzf_mIYZoq
2017-02-28 22:08:14,133::DEBUG::[nzbstuff:243] Finishing import on [384547]-[FULL]-[#a.b.teevee@EFNet]-[ The.Real.ONeals.S02E14.720p.HDTV.x264-AVS ]-[18/31] - "the.real.oneals.s02e14.720p.hdtv.x264-avs.r07" yEnc(1/66)
2017-02-28 22:08:14,134::DEBUG::[__init__:930] Loading data for SABnzbd_nzf_M_tXsV from /incomplete-downloads/The.Real.ONeals.S02E14.720p.HDTV.x264-AVS/__ADMIN__/SABnzbd_nzf_M_tXsV
2017-02-28 22:08:14,235::DEBUG::[decoder:108] Decoding 1488333690.95515.66@reader.easyusenet.nl
2017-02-28 22:08:14,236::DEBUG::[nzbstuff:243] Finishing import on [384547]-[FULL]-[#a.b.teevee@EFNet]-[ The.Real.ONeals.S02E14.720p.HDTV.x264-AVS ]-[19/31] - "the.real.oneals.s02e14.720p.hdtv.x264-avs.r08" yEnc(1/66)
2017-02-28 22:08:14,236::DEBUG::[__init__:930] Loading data for SABnzbd_nzf_eagq79 from /incomplete-downloads/The.Real.ONeals.S02E14.720p.HDTV.x264-AVS/__ADMIN__/SABnzbd_nzf_eagq79
2017-02-28 22:08:14,237::DEBUG::[nzbstuff:243] Finishing import on [384547]-[FULL]-[#a.b.teevee@EFNet]-[ The.Real.ONeals.S02E14.720p.HDTV.x264-AVS ]-[20/31] - "the.real.oneals.s02e14.720p.hdtv.x264-avs.r09" yEnc(1/66)
2017-02-28 22:08:14,237::DEBUG::[__init__:930] Loading data for SABnzbd_nzf_CnS3yw from /incomplete-downloads/The.Real.ONeals.S02E14.720p.HDTV.x264-AVS/__ADMIN__/SABnzbd_nzf_CnS3yw
2017-02-28 22:08:14,238::DEBUG::[nzbstuff:243] Finishing import on [384547]-[FULL]-[#a.b.teevee@EFNet]-[ The.Real.ONeals.S02E14.720p.HDTV.x264-AVS ]-[21/31] - "the.real.oneals.s02e14.720p.hdtv.x264-avs.r10" yEnc(1/66)
2017-02-28 22:08:14,238::DEBUG::[__init__:930] Loading data for SABnzbd_nzf_VgCIeg from /incomplete-downloads/The.Real.ONeals.S02E14.720p.HDTV.x264-AVS/__ADMIN__/SABnzbd_nzf_VgCIeg
2017-02-28 22:08:14,239::DEBUG::[decoder:108] Decoding 1488333690.94085.64@reader.easyusenet.nl
2017-02-28 22:08:14,244::DEBUG::[decoder:108] Decoding 1488333690.94813.65@reader.easyusenet.nl
2017-02-28 22:08:14,249::DEBUG::[nzbstuff:1289] Download Quality: enough=True, have=777859758, need=693840393, ratio=1.12109321661
2017-02-28 22:08:14,249::DEBUG::[__init__:896] Saving data for SABnzbd_nzo_3gDRTV in /incomplete-downloads/The.Real.ONeals.S02E14.720p.HDTV.x264-AVS/__ADMIN__
2017-02-28 22:08:14,256::INFO::[__init__:969] Saving data for totals10.sab in /config/admin/totals10.sab
2017-02-28 22:08:14,256::INFO::[assembler:88] Decoding /incomplete-downloads/The.Real.ONeals.S02E14.720p.HDTV.x264-AVS/the.real.oneals.s02e14.720p.hdtv.x264-avs.r04 yenc
2017-02-28 22:08:15,207::DEBUG::[decoder:108] Decoding 1488333691.89980.1@reader.easyusenet.nl
2017-02-28 22:08:15,213::DEBUG::[decoder:108] Decoding 1488333692.83151.1@reader.easyusenet.nl
2017-02-28 22:08:15,466::DEBUG::[decoder:108] Decoding 1488333690.96646.1@reader.easyusenet.nl
2017-02-28 22:08:15,516::DEBUG::[decoder:108] Decoding 1488333693.75003.1@reader.easyusenet.nl
2017-02-28 22:08:15,522::DEBUG::[decoder:108] Decoding 1488333694.64212.1@reader.easyusenet.nl
2017-02-28 22:08:15,527::DEBUG::[decoder:108] Decoding 1488333695.52037.1@reader.easyusenet.nl
2017-02-28 22:08:16,385::DEBUG::[decoder:108] Decoding 1488333691.91015.2@reader.easyusenet.nl
2017-02-28 22:08:16,441::DEBUG::[decoder:108] Decoding 1488333691.92714.3@reader.easyusenet.nl
2017-02-28 22:08:16,695::DEBUG::[decoder:108] Decoding 1488333690.98233.2@reader.easyusenet.nl
2017-02-28 22:08:16,745::DEBUG::[decoder:108] Decoding 1488333690.98631.3@reader.easyusenet.nl
2017-02-28 22:08:16,751::DEBUG::[decoder:108] Decoding 1488333690.99628.4@reader.easyusenet.nl
2017-02-28 22:08:16,757::DEBUG::[decoder:108] Decoding 1488333691.00031.5@reader.easyusenet.nl
2017-02-28 22:08:17,212::DEBUG::[bpsmeter:268] bps: 3758788.21811
2017-02-28 22:08:17,770::DEBUG::[decoder:108] Decoding 1488333691.02270.6@reader.easyusenet.nl
2017-02-28 22:08:17,775::DEBUG::[decoder:108] Decoding 1488333691.03707.7@reader.easyusenet.nl
2017-02-28 22:08:17,978::DEBUG::[decoder:108] Decoding 1488333691.05731.8@reader.easyusenet.nl
2017-02-28 22:08:18,029::DEBUG::[decoder:108] Decoding 1488333691.06131.9@reader.easyusenet.nl
2017-02-28 22:08:18,035::DEBUG::[decoder:108] Decoding 1488333691.06530.10@reader.easyusenet.nl
2017-02-28 22:08:18,040::DEBUG::[decoder:108] Decoding 1488333691.06958.11@reader.easyusenet.nl
2017-02-28 22:08:18,997::DEBUG::[decoder:108] Decoding 1488333691.08777.12@reader.easyusenet.nl
2017-02-28 22:08:19,002::DEBUG::[decoder:108] Decoding 1488333691.11892.13@reader.easyusenet.nl
2017-02-28 22:08:19,255::DEBUG::[decoder:108] Decoding 1488333691.12314.14@reader.easyusenet.nl
2017-02-28 22:08:19,306::DEBUG::[decoder:108] Decoding 1488333691.12999.15@reader.easyusenet.nl
2017-02-28 22:08:19,311::DEBUG::[decoder:108] Decoding 1488333691.17327.16@reader.easyusenet.nl
2017-02-28 22:08:19,317::DEBUG::[decoder:108] Decoding 1488333691.18026.17@reader.easyusenet.nl
2017-02-28 22:08:20,279::DEBUG::[decoder:108] Decoding 1488333691.18748.18@reader.easyusenet.nl
2017-02-28 22:08:20,285::DEBUG::[decoder:108] Decoding 1488333691.20540.19@reader.easyusenet.nl
2017-02-28 22:08:20,538::DEBUG::[decoder:108] Decoding 1488333691.21135.20@reader.easyusenet.nl
2017-02-28 22:08:20,543::DEBUG::[decoder:108] Decoding 1488333691.23803.21@reader.easyusenet.nl
2017-02-28 22:08:20,548::DEBUG::[decoder:108] Decoding 1488333691.24435.22@reader.easyusenet.nl
2017-02-28 22:08:20,553::DEBUG::[decoder:108] Decoding 1488333691.24843.23@reader.easyusenet.nl
2017-02-28 22:08:21,505::DEBUG::[decoder:108] Decoding 1488333691.26498.24@reader.easyusenet.nl
2017-02-28 22:08:21,557::DEBUG::[decoder:108] Decoding 1488333691.29861.25@reader.easyusenet.nl
2017-02-28 22:08:21,764::DEBUG::[decoder:108] Decoding 1488333691.32359.26@reader.easyusenet.nl
2017-02-28 22:08:21,815::DEBUG::[decoder:108] Decoding 1488333691.34575.27@reader.easyusenet.nl
2017-02-28 22:08:21,821::DEBUG::[decoder:108] Decoding 1488333691.36609.28@reader.easyusenet.nl
2017-02-28 22:08:21,826::DEBUG::[decoder:108] Decoding 1488333691.37107.29@reader.easyusenet.nl
2017-02-28 22:08:22,230::DEBUG::[bpsmeter:268] bps: 3758240.59454
2017-02-28 22:08:22,787::DEBUG::[decoder:108] Decoding 1488333691.39302.30@reader.easyusenet.nl
2017-02-28 22:08:22,793::DEBUG::[decoder:108] Decoding 1488333691.40717.31@reader.easyusenet.nl
2017-02-28 22:08:23,046::DEBUG::[decoder:108] Decoding 1488333691.41106.32@reader.easyusenet.nl
2017-02-28 22:08:23,097::DEBUG::[decoder:108] Decoding 1488333691.42669.33@reader.easyusenet.nl
2017-02-28 22:08:23,102::DEBUG::[decoder:108] Decoding 1488333691.43066.34@reader.easyusenet.nl
2017-02-28 22:08:23,108::DEBUG::[decoder:108] Decoding 1488333691.45038.35@reader.easyusenet.nl
2017-02-28 22:08:24,014::DEBUG::[decoder:108] Decoding 1488333691.47535.36@reader.easyusenet.nl
2017-02-28 22:08:24,065::DEBUG::[decoder:108] Decoding 1488333691.47989.37@reader.easyusenet.nl
2017-02-28 22:08:24,319::DEBUG::[decoder:108] Decoding 1488333691.48936.38@reader.easyusenet.nl
2017-02-28 22:08:24,369::DEBUG::[decoder:108] Decoding 1488333691.49408.39@reader.easyusenet.nl
2017-02-28 22:08:24,375::DEBUG::[decoder:108] Decoding 1488333691.50679.40@reader.easyusenet.nl
2017-02-28 22:08:24,381::DEBUG::[decoder:108] Decoding 1488333691.53680.41@reader.easyusenet.nl
2017-02-28 22:08:25,388::DEBUG::[decoder:108] Decoding 1488333691.54621.42@reader.easyusenet.nl
2017-02-28 22:08:25,394::DEBUG::[decoder:108] Decoding 1488333691.56994.43@reader.easyusenet.nl
2017-02-28 22:08:25,596::DEBUG::[decoder:108] Decoding 1488333691.57383.44@reader.easyusenet.nl
2017-02-28 22:08:25,603::DEBUG::[decoder:108] Decoding 1488333691.60784.45@reader.easyusenet.nl
2017-02-28 22:08:25,608::DEBUG::[decoder:108] Decoding 1488333691.61823.46@reader.easyusenet.nl
2017-02-28 22:08:25,613::DEBUG::[decoder:108] Decoding 1488333691.62223.47@reader.easyusenet.nl
2017-02-28 22:08:26,569::DEBUG::[decoder:108] Decoding 1488333691.62617.48@reader.easyusenet.nl
2017-02-28 22:08:26,575::DEBUG::[decoder:108] Decoding 1488333691.63052.49@reader.easyusenet.nl
2017-02-28 22:08:26,828::DEBUG::[decoder:108] Decoding 1488333691.63438.50@reader.easyusenet.nl
2017-02-28 22:08:26,878::DEBUG::[decoder:108] Decoding 1488333691.65581.51@reader.easyusenet.nl
2017-02-28 22:08:26,884::DEBUG::[decoder:108] Decoding 1488333691.66214.52@reader.easyusenet.nl
2017-02-28 22:08:26,891::DEBUG::[decoder:108] Decoding 1488333691.66625.53@reader.easyusenet.nl
2017-02-28 22:08:27,252::DEBUG::[bpsmeter:268] bps: 3777446.64024
2017-02-28 22:08:27,709::DEBUG::[decoder:108] Decoding 1488333691.70695.55@reader.easyusenet.nl
2017-02-28 22:08:27,968::DEBUG::[decoder:108] Decoding 1488333691.71073.56@reader.easyusenet.nl
2017-02-28 22:08:28,124::DEBUG::[decoder:108] Decoding 1488333691.71598.57@reader.easyusenet.nl
2017-02-28 22:08:28,130::DEBUG::[decoder:108] Decoding 1488333691.76456.58@reader.easyusenet.nl
2017-02-28 22:08:28,135::DEBUG::[decoder:108] Decoding 1488333691.78280.59@reader.easyusenet.nl
2017-02-28 22:08:28,140::DEBUG::[decoder:108] Decoding 1488333691.69510.54@reader.easyusenet.nl
2017-02-28 22:08:28,692::DEBUG::[decoder:108] Decoding 1488333691.79403.60@reader.easyusenet.nl
2017-02-28 22:08:29,355::DEBUG::[decoder:108] Decoding 1488333691.79785.61@reader.easyusenet.nl
2017-02-28 22:08:29,361::DEBUG::[decoder:108] Decoding 1488333691.87106.65@reader.easyusenet.nl
